rawg_id,rawg_slug,name,release_date,genres,tags,ratings,platforms,esrb,metacritic,description,rating_score,name_key,category,source
975393,indiana-jones-and-the-great-circle,Indiana Jones and the Great Circle,2024-12-09,Shooter|Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Full controller support|Steam Cloud|Глубокий сюжет|Story Rich|Открытый мир|Open World|От первого лица|First-Person|Головоломка|Exploration|Платформер|Stealth|Стелс|Action-Adventure|Приключенческий экшен|Captions available|Реализм|3D|Realistic|Historical|3D-платформер|Исследования|Вторая мировая война|3D Platformer|World War II|Family Sharing|LGBTQ+|Political|Политическая|Investigation|Политика|Politics|Историческая|ЛГБТК+|Расследования|HDR available,4.32,PC|PlayStation 5|Xbox Series S/X,Rating Pending,,"Uncover one of history’s greatest mysteries in a first-person, single-player adventure. The year is 1937, sinister forces are scouring the globe for the secret to an ancient power connected to the Great Circle, and only one person can stop them - Indiana Jones™.

Live the adventure as Indy in a thrilling story full of exploration, immersive action, and intriguing puzzles. As the brilliant archaeologist – famed for his keen intellect, cunning resourcefulness, and trademark humor – you will travel the world in a race against enemy forces to discover the secrets to one of the greatest mysteries of all time.

Travel from the halls of Marshall College to the heart of the Vatican, the pyramids of Egypt, the sunken temples of Sukhothai, and beyond. When a break-in in the dead of night ends in a confrontation with a mysterious colossal man, you must set out to discover the world-shattering secret behind the theft of a seemingly unimportant artifact. Forging new alliances and facing familiar enemies, you’ll engage with intriguing characters, use guile and wits to solve ancient riddles, and survive intense set-pieces.",86.4,indiana jones and the great circle,Art Direction,RAWG
1008166,ball-x-pit,Ball x Pit,2025-10-15,Indie|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Инди|Full controller support|Steam Cloud|RPG|Ролевая игра|2D|Steam Leaderboards|Пиксельная графика|Контроллер|Pixel Graphics|Controller|Аркада|Crafting|Рогалик|Крафтинг|combat|Строительство|Roguelike|Building|Вид сверху|Упрощённый рогалик|Top-Down|Строительство базы|Roguelite|Shoot 'Em Up|Base Building|Бой|Bullet Hell|Шутер с видом сверху|Family Sharing|Top-Down Shooter|Action Roguelike|Экшен-рогалик|Пулевой ад,4.32,PC|Nintendo Switch|macOS,,,"BALL x PIT is a fast-paced fantasy roguelite where heroes must find the balls to plunge deeper into a seemingly bottomless pit of monsters. Develop arcane ammunition and resources in pursuit of treasure, recruiting additional heroes to aid you in your perilous quest.Ballbylon has fallen. After a meteoric and completely unexpected event annihilated the great city, all that remains is an ominous, yawning pit. Treasure hunters from far and wide flock to the city’s tomb to seek their fortune, plumbing the depths in search of Ballbylon’s scattered riches. Few return.The pit plays host to armies of barbaric creatures, hellbent on ending your quest before it even begins. Armed with a growing arsenal of magic-infused projectiles, batter your way through multiple levels of increasingly challenging obstacles to claim the ultimate prizes and rebuild New Ballbylon.Fuse Your BallsThe Ball Fusion system encourages explosive experimentation with over 60 randomized balls to equip and combine during your journey. Discover overpowered combinations and unexpected synergies from hundreds of possible outcomes.Build New BallbylonExpand New Ballbylon with over 70 unique buildings that provide gameplay bonuses and unlock further power-ups, new characters, and more! As your community grows, task homebound heroes with automated tasks to keep the resources coming while you dive deeper into the pit.Discover New RealmsFace legions of diverse enemies within the pit, battling through barren deserts, frozen caverns, savage forests and more. Each region offers its own unique set of hazards on top of hordes of increasingly challenging foes and mighty, screen-filling bosses.Recruit Fellow HuntersAs you explore the pit you’ll encounter fellow treasure hunters eager to add their skills to your expedition. Each character has unique, upgradable mechanics that totally change the way you play the game. Experimentation and adaptation are crucial to the success of New Ballbylon!",86.4,ball x pit,Art Direction,RAWG
801122,the-alters,The Alters,2025-06-13,Adventure,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Full controller support|Steam Cloud|Стратегия|От третьего лица|Third Person|Научная фантастика|Sci-fi|Exploration|Выживание|Survival|Action-Adventure|Space|Космос|Приключенческий экшен|War|3D|Crafting|Крафтинг|Futuristic|Будущее|Менеджмент|Story|Steam Trading Cards|Management|Remake|Строительство базы|Исследования|Base Building|Управление ресурсами|Resource Management|Family Sharing|Психологическая|Psychological|Science|Наука|death|Философская|Тайм-менеджмент|planet|Time Management|philosophical|Stereo Sound|Custom Volume Controls|Surround Sound|Playable without Timed Input|Camera Comfort|mine|Adjustable Difficulty|choices|Subtitle Options|choice|Adjustable Text Size|spirit|board|philosophy,4.35,PC|PlayStation 5|Xbox Series S/X,,,"Man cannot remake himself without suffering, for he is both the marble and the sculptor - Alexis Carrel
This is the story of Jan Dolski, a simple worker facing circumstances that lead him to a life-changing crossroads. Crash landing on a distant planet, stranded and alone, Jan finds himself in a daunting life and death situation. His only hope for survival is to bring helping hands on board. Not yet understanding the weight of his choice, Jan must create alternate versions of himself if he is to forge ahead: the alters.
The Alters is a game about life-changing moments. Those binary decisions that happen in nanoseconds, but have influence over your entire life. It is about looking into yourself, into your past, and discovering that you are who you are as a sum of those numerous choices. And when you do that a fundamental question arises: WHAT IF…?
What If I altered my life? What if I took a different path? Who would I be? What would I say to a different me? What could I learn if I talked to my altered selves? What if I talk to my many selves at once?! What if…?
Forged in the spirit of meaningful entertainment: a unique philosophy of creation by the award-winning team, the makers of This War of Mine and Frostpunk.",87.0,the alters,Audio,RAWG
292844,hollow-knight-silksong,Hollow Knight: Silksong,2025-09-04,Indie|Platformer|Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Инди|Full controller support|Атмосфера|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|Story Rich|Открытый мир|Шедевр|2D|Сложная|Exploration|Difficult|Женщина-протагонист|Платформер|Исследование|Action-Adventure|Милая|Dark Fantasy|Side Scroller|Metroidvania|Красивая|Метроидвания|Рисованная графика|Hand-drawn|Похожа на Dark Souls|Gothic|Сиквел,4.33,PC|PlayStation 5|Xbox One|PlayStation 4|Xbox Series S/X|Nintendo Switch|macOS|Linux,,,"Hollow Knight: Silksong is the epic sequel to Hollow Knight, the epic action-adventure of bugs and heroes. As the lethal hunter Hornet, journey to all-new lands, discover new powers, battle vast hordes of bugs and beasts and uncover ancient secrets tied to your nature and your past.",86.6,hollow knight: silksong,Audio,RAWG
385420,the-drifter,The Drifter,2025-07-17,Indie|Adventure,Singleplayer|Приключение|Инди|Full controller support|Atmospheric|Атмосфера|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|Story Rich|Horror|Насилие|Violent|Мрачная|Dark|Point & Click|Тайна|Mystery|Быстрая|Fast-Paced|Триллер|Thriller|Modern|Современность,4.3,PC|macOS|Linux,,,"FEATURES A Pulp Adventure Thriller from the minds that brought you Crawl and Peridium
An engrossing roller-coaster of a story -  Drawing on King, Crichton and Carpenter, with a dash of 70s Ozploitation.
Point 'N Click or Controller - Featuring unique LOOK-360™* technology (*not actually a trademark)
Brooding dark-synth cinematic score
Fully voiced -  Featuring the vocal stylings of Adrian ""YeOldShimpEyes"" Vaughan and many othersSYNOPSISMick Carter's been drifting a while now - never staying one place long, moving from job to job.  Forced to return to his old home town, he witnesses a violent murder, is pursued by mysterious armed men, and killed.
And that's just the start of Mick's problems.
His consciousness ripped away, thrust back into his own body seconds before his death...
Framed for the murder he witnessed, tormented by his own past, and haunted by a feeling that something followed him back from the other side...
Follow Mick as he's sucked headfirst into a mad web of shadowy corporations, murder, and the thousand year obsession of a madman.GAMEPLAYThe Drifter is a 2d point and click adventure in the classic style. Taking cues from the recent revival of the genre there is an emphasis on story, with puzzle solving being the glue that ties it together rather than the focus. Mick's a pretty practical guy, and so puzzles are down-to-earth, designed to be unobtrusive, and give an investigative feel.  We're keeping the pacing is quick and lean, you'll never be wandering around lost for long periods - Mick is propelled through the story at a good clip, from one situation to another, with barely a moment to catch his breath.",86.0,the drifter,Audio,RAWG
961195,sword-of-the-sea,Sword of the Sea,2025-08-19,Indie|Adventure,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Full controller support|Atmospheric|Глубокий сюжет|Story Rich|От третьего лица|Third Person|Фэнтези|Fantasy|Exploration|Action-Adventure|Приключенческий экшен|Цветастая|3D|Colorful|Cinematic|Кинематографичная|Атмосферная|Стилизация|Сюрреалистичная|Surreal|Stylized|Исследования|Минимализм|Minimalist|Family Sharing|nature|Сражения на мечах|Swordplay|Природа|Stereo Sound|skateboarding|Custom Volume Controls|Skating|snowboarding|Camera Comfort|Скейтбординг|skiing|Сноубординг|Катание|Лыжи,4.25,PC|PlayStation 5,,,"An atmospheric adventure with highspeed movement inspired by skateboarding games. Surf over a surreal landscape of waves on your Hoversword and unveil a lost ocean teeming with life. From the visionary artist behind ABZÛ, The Pathless, and Journey, and featuring a beautiful score by Austin Wintory.",85.0,sword of the sea,Audio,RAWG
965471,miside,MiSide,2024-12-10,Indie|Adventure|RPG|Simulation,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Atmospheric|Глубокий сюжет|RPG|Ролевая игра|Story Rich|От первого лица|First-Person|2D|Horror|Симулятор|Головоломка|Action-Adventure|Милая|Приключенческий экшен|Cute|3D|Атмосферная|Drama|Драма|Family Sharing|Триллер|Поиск предметов|Hidden Object|Thriller|Modern|Современность|Беседы|Conversation|Life Sim|Симулятор жизни,4.19,PC,,,"Tips※This game contains intense scenes. It is not recommended for those with weak hearts.
About the Game Every day, you will come to see me, help me with chores, cook for me, and buy me gifts.You are so nice! I love you!I want to keep you with me every day, and live with you every day~I know you also want to be with me every day, so I let you to come to our sweet home~How is that? Are you happy? That way we can stay together all the time!Let's take a selfie first, It will last longer~Enjoy a wonderful lunch together~You may feel sudden, but it doesn't matter. I don't care as long as we can be together~Why does it feel like you are so eager to go back ? Don't you love me anymore? Why are you leaving? Why are you leaving? Why are you leaving? Why are you leaving!Original visual style
The authors hope to emphasize the contrast of colorful anime style against the background of the disturbing adventures of the main character.Interesting plot
The game has an unexpectedly developing storyline, accompanied by psychological tension.Original musical accompaniment
The game experience is accompanied by an authentic warm soundtrack, transitioning into an atmospheric ambient.Unique Characters
In the world of MiSide, the player will encounter various characters who play a role in the narrative part of the game to varying degrees. Helping the hero, scaring him, or just messing with him.※This game contains intense scenes. It is not recommended for those with weak hearts.",83.80000000000001,miside,Audio,RAWG
973391,monster-hunter-wilds,Monster Hunter Wilds,2025-02-27,Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Для нескольких игроков|Отличный саундтрек|Great Soundtrack|RPG|Co-op|Ролевая игра|Открытый мир|Open World|cooperative|От третьего лица|Third Person|Online Co-Op|Фэнтези|Fantasy|Action RPG|Ролевой экшен|Cross-Platform Multiplayer|Милая|Кастомизация персонажа|Character Customization|Cute|Сексуальный контент|Sexual Content|Steam Trading Cards|Атмосферная|Симулятор свиданий|Dragons|Dating Sim|Family Sharing|Драконы|Сетевой кооператив|Подводный мир|Hunting|Underwater|Охота|HDR available,4.18,PC|PlayStation 5|Xbox Series S/X,Rating Pending,,"Monster Hunter Wilds. The next generation in the genre defining series. 
 
Launching in 2025 on PS5, Xbox Series X|S, and PC/Steam.",83.6,monster hunter wilds,Audio,RAWG
836440,tempest-rising,Tempest Rising,2025-04-17,Strategy|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Multiplayer|Steam Cloud|Для нескольких игроков|Отличный саундтрек|Great Soundtrack|Стратегия|PvP|Игрок против игрока|War|Война|3D|Cinematic|Futuristic|Изометрия|Isometric|Стратегия в реальном времени|Военные действия|RTS|Будущее|Military|Вид сверху|Online PvP|Кинематографичная|Top-Down|Steam Trading Cards|Строительство базы|Base Building|Family Sharing|В реальном времени|Real-Time|Modern|Современность|FMV|Военные конфликты|Wargame|Action RTS|Экшен-RTS|FMV-игра,4.18,PC,,,"Classic RTS action meets modern production and performance in Tempest Rising. Inspired by RTS greats of the 90s and 2000s, Tempest Rising is a classic, base-building real time strategy game set in a modern day alternative history war scenario. It features 3 unique factions, each with its own approach to combat and economy and offering a variety of strategies for players of all stripes, maps with neutral structures to contest and neutral populations to contend with, deep and rewarding gameplay that keeps a focus on strategy while rewarding skill, and built-in customization options that allow players to approach the game their way in both single player and multiplayer game modes.

Take on the role of Commander in the highly mobile and advanced peacekeeping corps of the Global Defense Forces or the hard-hitting and desperate Tempest Dynasty in 2 15-mission campaigns that allow the player to customize their army for each mission, as both armies seek to understand and control the mysterious but beneficial Tempest vines that grow unchecked across the war-torn planet Earth. Other dangers wait in the shadows, as the origin of the Tempest is revealed...
Features
Classic RTS base building with fast and fluid hard-hitting combat.
3 asymmetrical playable factions, each featuring distinct economy and play styles.
Each faction offers a unique roster of units.
2 epic single player campaigns with between-mission cutscenes.
Skirmish, custom games, and ranked multiplayer matchmaking with Elo rating.",83.6,tempest rising,Audio,RAWG
1007483,battlefield-6-2,Battlefield 6,2025-10-10,Shooter|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Для нескольких игроков|Глубокий сюжет|Co-op|Story Rich|cooperative|Шутер|FPS|Шутер от первого лица|Sandbox|Песочница|Насилие|Violent|Тактика|Tactical|PvP|Cross-Platform Multiplayer|Игрок против игрока|War|In-App Purchases|Война|Реализм|Realistic|combat|Военные действия|Military|Online PvP|Атмосферная|Бой|Destruction|Разрушения|Epic|Эпичная|Королевская битва|Modern|Современность|Battle Royale|HDR available|Stereo Sound|Custom Volume Controls|Surround Sound|Playable without Timed Input|Camera Comfort|Adjustable Difficulty|Subtitle Options|Color Alternatives|Keyboard Only Option|Chat Speech-to-text|Chat Text-to-speech,4.14,PC|PlayStation 5|Xbox Series S/X,,,"Lock & load for the ultimate all-out warfare experience. Fight in high-intensity infantry combat. Rip through the skies in aerial dogfights. Demolish your environment for a strategic advantage. In a war of tanks, fighter jets, and massive combat arsenals, your squad is the deadliest weapon. This is Battlefield 6.",82.8,battlefield 6,Audio,RAWG
1004299,ninja-gaiden-ragebound,Ninja Gaiden: Ragebound,2025-07-31,Indie|Platformer|Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Инди|Full controller support|Steam Cloud|2D|Сложная|Gore|Difficult|Платформер|Насилие|Violent|Пиксельная графика|Ретро|Pixel Graphics|Retro|Слэшер|Hack and Slash|Вид сбоку|Side Scroller|90-е|1990's|Demons|Демоны|Family Sharing|Ниндзя|Soundtrack|Ninja|2D Platformer|2D-платформер|Саундтрек|Боевые искусства|Martial Arts|nostalgia|Ностальгия|Сцены жестокости,4.11,PC|PlayStation 5|Xbox One|PlayStation 4|Xbox Series S/X|Nintendo Switch,,,"A brand-new side-scrolling entry to the NINJA GAIDEN series from the team behind Blasphemous, NINJA GAIDEN: Ragebound redefines the classic platformer saga in a spectacular, thrilling and challenging ninja adventure.",82.2,ninja gaiden: ragebound,Audio,RAWG
1010539,megabonk,Megabonk,2025-09-18,Casual|Indie|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Инди|Full controller support|Steam Cloud|Казуальная игра|От третьего лица|Third Person|Steam Leaderboards|Выживание|Survival|Пиксельная графика|Ретро|Контроллер|Pixel Graphics|Controller|Шутер от третьего лица|Third-Person Shooter|stats|Аркада|Retro|Слэшер|Hack and Slash|3D|Рогалик|Roguelike|Упрощённый рогалик|Roguelite|Олдскул|Loot|Лут|Bullet Hell|Family Sharing|Набор очков|Score Attack|Action Roguelike|Экшен-рогалик|Old School|Stereo Sound|Surround Sound|Пулевой ад|Playable without Timed Input|Camera Comfort|Steam Timeline,4.05,PC|Linux,,,"Smash your way through endless waves of enemies and grow absurdly powerful! Grab loot, level up, unlock characters and upgrade to create unique and crazy builds as you fend off hordes of creatures!",81.0,megabonk,Audio,RAWG
337273,dispatch-2,Dispatch,2025-10-22,Adventure|Action|Casual|Strategy|Indie,Atmospheric|Horror|Pixel Graphics|Dark|creepy|8-Bit|ascii|glitch,4.77,PC|PlayStation 5,Adults Only,,"Dispatch is a superhero workplace comedy where choices matter. Manage a dysfunctional team of misfit heroes and strategize who to send to emergencies around the city, all while balancing office politics, personal relationships, and your own quest to become a hero.",95.39999999999999,dispatch,Indie,RAWG
960559,bionic-bay,Bionic Bay,2025-04-16,Racing|Adventure|Action|Casual|Indie|Platformer,Singleplayer|Для одного игрока|Экшен|Приключение|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|2D|Научная фантастика|Sci-fi|Головоломка|Сложная|Difficult|Steam Leaderboards|Платформер|Action-Adventure|Мрачная|Dark|Space|Космос|Приключенческий экшен|Тайна|Mystery|Физика|Physics|Головоломка-платформер|Атмосферная|Linear|Рисованная графика|Линейная|Hand-drawn|Destruction|Разрушения|Family Sharing|2D Platformer|2D-платформер|Science|Наука|Puzzle Platformer,4.43,PC,,,"An ordinary man in an extraordinary world. Bionic Bay is a new kind of a 2D platformer. It introduces a unique Swap mechanic, allowing players to interact with the physics-based world in new ways. The immersive gameplay is completed by spectacular environments and creative level design.",88.6,bionic bay,Indie,RAWG
998976,one-iced-latte-with-your-breast-milk-please,"One Iced Latte With Your Breast Milk, Please! ☕",2025-03-05,Casual|Indie|Adventure|Simulation,Singleplayer|Steam Achievements|Steam Cloud|Глубокий сюжет|Story Rich|2D|Смешная|Funny|Юмор|Comedy|Аниме|Anime|Нагота|Nudity|Милая|Решения с последствиями|Цветастая|Тайна|Cute|Mystery|Choices Matter|Colorful|Расслабляющая|Менеджмент|Multiple Endings|Визуальная новелла|Management|Visual Novel|Relaxing|Эмоциональная|Экономика|Romance|Economy|Симулятор свиданий|Emotional|Dating Sim|Family Sharing|Несколько концовок|Капитализм|Тайм-менеджмент|Capitalism|Романтика|Time Management,4.43,PC,,,"One very hot day, Katsuki-kun walks into an inconspicuous coffee shop called Milk Milk Coffee. There he meets the charming busty barista Moka-chan. Having fallen in love with her at first sight, out of excitement he asks for coffee with... breast milk. After this, his life will completely change!Brew a lot of coffee!Experiment with drinks!Build relationships with beautiful baristas!Increase the popularity of the coffee shop!「キミのブレストミルクのアイスラテを一つ下さい!」 2025 EX-LIZZARD DEVS",88.6,"one iced latte with your breast milk, please! ☕",Indie,RAWG
891238,hades-ii,Hades II,2025-09-25,Indie|Adventure|Action|RPG,Singleplayer|Для одного игрока|Экшен|Инди|Full controller support|Steam Cloud|Atmospheric|Глубокий сюжет|RPG|Ролевая игра|Story Rich|Сложная|Difficult|Female Protagonist|Ранний доступ|Action RPG|Ролевой экшен|Early Access|Слэшер|Hack and Slash|Captions available|Рогалик|Изометрия|Roguelike|Isometric|Упрощённый рогалик|Атмосферная|Roguelite|Dungeon Crawler|Рисованная графика|Hand-drawn|Похожа на Dark Souls|Одна жизнь|Perma Death|Family Sharing|Протагонистка|Souls-like|Mythology|Мифология|Action Roguelike|Экшен-рогалик|Подземелья,4.4,PC|Nintendo Switch,,,"The first-ever sequel from Supergiant Games builds on the best aspects of the original god-like rogue-like dungeon crawler in an all-new, action-packed, endlessly replayable experience rooted in the Underworld of Greek myth and its deep connections to the dawn of witchcraft.
BATTLE BEYOND THE UNDERWORLD
As the immortal Princess of the Underworld, you'll explore a bigger, deeper mythic world, vanquishing the forces of the Titan of Time with the full might of Olympus behind you, in a sweeping story that continually unfolds through your every setback and accomplishment.
MASTER WITCHCRAFT AND DARK SORCERY
Infuse your legendary weapons of Night with ancient magick, so that none may stand in your way. Become stronger still with powerful Boons from more than a dozen Olympian gods, from Apollo to Zeus. There are nearly limitless ways to build your abilities.",88.0,hades ii,Indie,RAWG
973398,the-rise-of-the-golden-idol,The Rise of the Golden Idol,2024-11-12,Indie|Adventure|Puzzle,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Steam Cloud|Atmospheric|Глубокий сюжет|Story Rich|2D|Partial Controller Support|Головоломка|Exploration|Пиксельная графика|Pixel Graphics|Мрачная|Dark|Point & Click|Решения с последствиями|Тайна|Mystery|Choices Matter|Historical|Crime|Криминал|Атмосферная|Detective|Детектив|Исследования|Повествование|Family Sharing|Триллер|Interactive Fiction|Thriller|Conspiracy|Investigation|Заговор|Интерактивная литература|Narrative|Историческая|Расследования,4.38,PC|PlayStation 5|Xbox One|Xbox Series S/X|Nintendo Switch|iOS|Android|macOS,,,"The Idol rises... 300 years later

Three centuries following the unspeakable fate of the Cloudsleys, the legend of the Golden Idol has all but faded. Now it is carried only in small whispers, uttered as an obscene myth.

Some are determined for this to change.


Welcome to the 70s - Blood and Disco

The Rise of the Golden Idol follows a tenacious relic hunter on a quest to unearth the powerful artifact that - if the legend is true - can reshape the world.

As the observer, you must investigate 15 strange cases of crime, death and depravity. Like before with The Case of the Golden Idol, you are free to investigate however you wish and build your own theory.

You must make sense of a grand mystery that unravels across an age of hallucinogens, fax machines, parapsychology and TV guides.

Enlightenment seekers, convicts, chat show hosts and corporate middle management will all have a role to play in the wider mysteries that unfold. Like always, many of these subjects will have their own motives. Some will be carrying more than agendas.",87.6,the rise of the golden idol,Indie,RAWG
292844,hollow-knight-silksong,Hollow Knight: Silksong,2025-09-04,Indie|Platformer|Adventure|Action,Singleplayer|Для одного игрока|Экшен|Приключение|Инди|Full controller support|Атмосфера|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|Story Rich|Открытый мир|Шедевр|2D|Сложная|Exploration|Difficult|Женщина-протагонист|Платформер|Исследование|Action-Adventure|Милая|Dark Fantasy|Side Scroller|Metroidvania|Красивая|Метроидвания|Рисованная графика|Hand-drawn|Похожа на Dark Souls|Gothic|Сиквел,4.33,PC|PlayStation 5|Xbox One|PlayStation 4|Xbox Series S/X|Nintendo Switch|macOS|Linux,,,"Hollow Knight: Silksong is the epic sequel to Hollow Knight, the epic action-adventure of bugs and heroes. As the lethal hunter Hornet, journey to all-new lands, discover new powers, battle vast hordes of bugs and beasts and uncover ancient secrets tied to your nature and your past.",86.6,hollow knight: silksong,Indie,RAWG
1008166,ball-x-pit,Ball x Pit,2025-10-15,Indie|Action,Singleplayer|Для одного игрока|Экшен|Steam Achievements|Инди|Full controller support|Steam Cloud|RPG|Ролевая игра|2D|Steam Leaderboards|Пиксельная графика|Контроллер|Pixel Graphics|Controller|Аркада|Crafting|Рогалик|Крафтинг|combat|Строительство|Roguelike|Building|Вид сверху|Упрощённый рогалик|Top-Down|Строительство базы|Roguelite|Shoot 'Em Up|Base Building|Бой|Bullet Hell|Шутер с видом сверху|Family Sharing|Top-Down Shooter|Action Roguelike|Экшен-рогалик|Пулевой ад,4.32,PC|Nintendo Switch|macOS,,,"BALL x PIT is a fast-paced fantasy roguelite where heroes must find the balls to plunge deeper into a seemingly bottomless pit of monsters. Develop arcane ammunition and resources in pursuit of treasure, recruiting additional heroes to aid you in your perilous quest.Ballbylon has fallen. After a meteoric and completely unexpected event annihilated the great city, all that remains is an ominous, yawning pit. Treasure hunters from far and wide flock to the city’s tomb to seek their fortune, plumbing the depths in search of Ballbylon’s scattered riches. Few return.The pit plays host to armies of barbaric creatures, hellbent on ending your quest before it even begins. Armed with a growing arsenal of magic-infused projectiles, batter your way through multiple levels of increasingly challenging obstacles to claim the ultimate prizes and rebuild New Ballbylon.Fuse Your BallsThe Ball Fusion system encourages explosive experimentation with over 60 randomized balls to equip and combine during your journey. Discover overpowered combinations and unexpected synergies from hundreds of possible outcomes.Build New BallbylonExpand New Ballbylon with over 70 unique buildings that provide gameplay bonuses and unlock further power-ups, new characters, and more! As your community grows, task homebound heroes with automated tasks to keep the resources coming while you dive deeper into the pit.Discover New RealmsFace legions of diverse enemies within the pit, battling through barren deserts, frozen caverns, savage forests and more. Each region offers its own unique set of hazards on top of hordes of increasingly challenging foes and mighty, screen-filling bosses.Recruit Fellow HuntersAs you explore the pit you’ll encounter fellow treasure hunters eager to add their skills to your expedition. Each character has unique, upgradable mechanics that totally change the way you play the game. Experimentation and adaptation are crucial to the success of New Ballbylon!",86.4,ball x pit,Indie,RAWG
385420,the-drifter,The Drifter,2025-07-17,Indie|Adventure,Singleplayer|Приключение|Инди|Full controller support|Atmospheric|Атмосфера|Отличный саундтрек|Great Soundtrack|Глубокий сюжет|Story Rich|Horror|Насилие|Violent|Мрачная|Dark|Point & Click|Тайна|Mystery|Быстрая|Fast-Paced|Триллер|Thriller|Modern|Современность,4.3,PC|macOS|Linux,,,"FEATURES A Pulp Adventure Thriller from the minds that brought you Crawl and Peridium
An engrossing roller-coaster of a story -  Drawing on King, Crichton and Carpenter, with a dash of 70s Ozploitation.
Point 'N Click or Controller - Featuring unique LOOK-360™* technology (*not actually a trademark)
Brooding dark-synth cinematic score
Fully voiced -  Featuring the vocal stylings of Adrian ""YeOldShimpEyes"" Vaughan and many othersSYNOPSISMick Carter's been drifting a while now - never staying one place long, moving from job to job.  Forced to return to his old home town, he witnesses a violent murder, is pursued by mysterious armed men, and killed.
And that's just the start of Mick's problems.
His consciousness ripped away, thrust back into his own body seconds before his death...
Framed for the murder he witnessed, tormented by his own past, and haunted by a feeling that something followed him back from the other side...
Follow Mick as he's sucked headfirst into a mad web of shadowy corporations, murder, and the thousand year obsession of a madman.GAMEPLAYThe Drifter is a 2d point and click adventure in the classic style. Taking cues from the recent revival of the genre there is an emphasis on story, with puzzle solving being the glue that ties it together rather than the focus. Mick's a pretty practical guy, and so puzzles are down-to-earth, designed to be unobtrusive, and give an investigative feel.  We're keeping the pacing is quick and lean, you'll never be wandering around lost for long periods - Mick is propelled through the story at a good clip, from one situation to another, with barely a moment to catch his breath.",86.0,the drifter,Indie,RAWG
997768,the-midnight-walk,The Midnight Walk,2025-05-08,Indie|Adventure,Singleplayer|Для одного игрока|Приключение|Steam Achievements|Full controller support|Atmospheric|Глубокий сюжет|Story Rich|От первого лица|First-Person|Horror|Головоломка|Фэнтези|Fantasy|Exploration|Stealth|Стелс|Action-Adventure|Контроллер|Controller|Мрачная|Dark|Приключенческий экшен|Тёмное фэнтези|Dark Fantasy|Cinematic|VR|Кинематографичная|Атмосферная|Рисованная графика|Исследования|Эмоциональная|Hand-drawn|Narration|Lore-Rich|Проработанная вселенная|Emotional|Family Sharing|Повествовательная|VR Supported,4.3,PC,,,"Embark upon The Midnight Walk in this reverent dark fantasy adventure built in clay, from the minds behind Lost in Random and Fe.  Become The Burnt One, befriend a lost lantern creature named Potboy, and use his flame to light your way through a conflicting world of wonder and suspense. Survive and outsmart the many monsters eager to devour your little friend’s flame as you experience five tales of fire and darkness, featuring an incredible cast of odd characters. Marvel at every disturbing detail in a landscape painstakingly handcrafted with real life clay and animated in a stop motion style. Fully playable in both flatscreen and with a VR headset.AN UNFORGETTABLE JOURNEY OF LIGHT AND DARKJourney with Potboy along the twisted trail of The Midnight Walk. Work with your companion to outsmart monsters, using his flame to distract while you hide from and evade the many threats of The Dark Itself. Encounter new friends and experience awe-inspiring sights as you navigate a path fraught with both peril and affirmation.A GRIM AND BEAUTIFUL HANDCRAFTED WORLDEverything you see in The Midnight Walk, from the drooling snarl of monsters to the bristling tree tops that line the journey was first sculpted in clay and then 3D scanned to a meticulous level of detail. The result is a uniquely layered fantasy world with an artistic imprint, all realized in breathtaking stop motion. Grab a gamepad and jump into the unknown, or step into the endless night in VR.",86.0,the midnight walk,Indie,RAWG
